callId	matched_item_id	match_score	match_method	matched_grade	classifier_route	classifier_confidence	classifier_reasoning	specialist	dispatch_success	fallback_reason	checklist_text_preview	agent_question_preview
20260507T093442951Z-4il6	cc-13:AW-27	1.00	exact	inspect-drawing-optional	generic	0.95	The agent is performing a presence check to discover whether easement boundaries/limits appear anywhere on the sheet, which is a feature-discovery question. The checklist requirement concerns annotation details (recordation numbers, limit indication), but the agent is first asking whether easements are depicted at all—a prerequisite generic check before any drawing-inspection or measurement work.	vision	True		Recorded easement recordation numbers (volume/page) not shown for existing easements, or proposed ea	Are there any easement boundaries or limits shown on this utility plan, whether existing or proposed
20260507T093442952Z-lsbu	cc-23:CC-23-08	1.00	exact	vision-only	drawing_inspect	0.95	The agent is asking whether height/elevation dimensions or notes are annotated on the drawing itself for the low profile walls. This is a drawing-element inspection (looking for labelled dimensions, notes, or details on the plan), not a measurement task. The checklist requirement about 'elevations not shown' is fundamentally asking whether those annotations exist on the drawing.	inspect-drawing	True		Retaining wall top and bottom elevations not shown (RDW-04)	What is the height of the low profile walls shown on this grading plan? Look for any dimensions, not
20260507T093442953Z-ujtv	cc-2:CC-2-24	1.00	exact	inspect-drawing-optional	generic	0.95	The agent is asking a presence/feature-discovery question: do underground utility lines appear on this sheet at all? This is a sheet-discovery and feature-presence check, not a drawing-inspection of line symbols/annotations or a measurement between features. The checklist requirement about lines 'not shown' is being verified through a basic presence question rather than detailed symbol or spatial reasoning.	vision	True		Underground utility lines (existing and proposed) not shown on applicable sheets (BAS-14b)	Are underground utility lines (existing or proposed) shown on this sheet? Look for water lines, wast
20260507T093442956Z-ylut	cc-22:CC-22-20	1.00	exact	inspect-drawing-optional	drawing_inspect	0.95	The agent is asking whether dimension annotations are present and visible on the drawing for parking aisle widths and internal driveway widths—this is a drawing-element inspection (checking for labeled dimensions), not a measurement task.	inspect-drawing	True		Parking aisle widths or internal driveway widths not dimensioned (PRK-04)	Are parking aisle widths and internal driveway widths dimensioned on this sheet? Look for dimension 
20260507T093512236Z-vy7m	cc-23:CC-23-11	1.00	exact	inspect-drawing-optional	drawing_inspect	0.95	The agent is asking whether proposed improvements adjacent to or encroaching into ROW are identified and labeled on the site plan—this requires visual inspection of drawing annotations, callouts, and labels in specific ROW areas, not a measurement or document-presence check.	inspect-drawing	True		Proposed work adjacent to or encroaching into ROW not identified and labeled (SVC-02)	Are proposed improvements adjacent to or encroaching into the right-of-way identified and labeled on
20260507T093530494Z-d8zs	cc-2:CC-2-21	1.00	exact	inspect-drawing-optional	generic	0.95	The agent is asking whether easements are present and visible on the sheet at all (a feature/element presence check), not whether specific easement dimensions, clearances, or spatial relationships meet requirements. This is sheet-level feature discovery, not measurement or drawing annotation inspection.	vision	True		Existing or future dedicated easements not shown on one or more sheets (BAS-12)	Are easements (such as utility easements, public easements, or drainage easements) shown on this she
20260507T093533689Z-k7zq	cc-13:AW-46	1.00	exact	vision-only	drawing_inspect	0.95	The agent is asking whether specific features (roadways, drives, drainage structures) have labels or text annotations on the plan itself. This is a drawing-element inspection task—checking for the presence of text labels/annotations on features—not a document-presence or generic feature-detection task.	inspect-drawing	True		Roadways, drives, overpasses, bridges, culverts, drainage structures, or pavers not labeled on plans	Are roadways, drives, and drainage structures labeled with names or descriptions on this site plan?
20260507T093553327Z-dol3	cc-22:CC-22-21	1.00	exact	vision-only	drawing_inspect	0.95	The agent is asking whether parking space types are identified by labels or symbols on the plan drawing itself — this is a drawing annotation and symbol recognition task, not a measurement or document-presence check.	inspect-drawing	True		Parking spaces not identified by type (standard, compact, handicapped, bicycle) (PRK-05)	Are parking spaces identified by type on this sheet? Look for labels or symbols indicating standard 
20260507T093553328Z-ect6	cc-24:CC-24-04	1.00	exact	vision-only	drawing_inspect	0.92	The agent is asking whether tree symbols in a specific drawing area are labeled or annotated with status designations ('proposed' vs 'existing'). This is a drawing-element inspection task (symbol interpretation and label reading on the plan), not a document-presence check or measurement. The checklist requirement concerns submission/reference of a license agreement, but the agent's narrower question is about visual annotation on the planting plan itself.	inspect-drawing	True		License Agreement for street trees, landscaping, or irrigation in ROW not submitted or referenced (L	"In the planting zone along Collier Street (shown in the ROW area), are the tree symbols labeled as """
20260507T093553332Z-68ns	cc-13:AW-19	1.00	exact	vision-only	generic	0.95	The agent is asking whether specific labels (Grid number and Mapsco page number) are present and readable on the location map — a title-block/document-element annotation check, not a spatial measurement or drawing-symbol inspection.	vision	False		General location map missing, or Grid number and Mapsco Page number not shown	Does the location map on the cover sheet show both a Grid number and a Mapsco page number?
20260507T093553336Z-y85z	cc-2:CC-2-21	1.00	exact	inspect-drawing-optional	generic	0.95	The agent is asking whether easements are present and visible on the sheet at all (a feature/presence check with visual identification cues like lines, labels, or hatching), not whether easement dimensions, clearances, or spatial relationships meet specific measurements. This is sheet-level feature discovery.	vision	False		Existing or future dedicated easements not shown on one or more sheets (BAS-12)	Are easements (such as utility easements, public easements, or drainage easements) shown on this she
20260507T093615001Z-1va7	cc-22:CC-22-25	1.00	exact	inspect-drawing-optional	drawing_inspect	0.95	The agent is asking whether a continuous accessible route pathway is visually shown and marked on the drawing connecting specific accessible features. This requires inspecting lines, symbols, and spatial relationships on the plan to verify the presence and continuity of an ADA-marked route—a drawing element inspection, not a measurement or document-presence check.	inspect-drawing	True		Accessible route of travel not shown connecting all accessible elements (ADA-01)	Is an accessible route of travel shown on this sheet that connects accessible parking spaces, buildi
20260507T093704098Z-jqqs	cc-23:CC-23-07	1.00	exact	vision-only	drawing_inspect	0.95	The agent is asking whether signage and striping details (pavement markings, striping patterns, signage callouts) are shown on the plan drawing itself—a visual inspection of drawing elements and annotations, not a measurement or document-presence check.	inspect-drawing	True		Signage and striping plan not provided for new or modified roadway in ROW (RDW-03)	Does this paving and striping plan show signage and striping details for work in the right-of-way ar
20260507T093720304Z-mcc4	cc-22:CC-22-25	1.00	exact	inspect-drawing-optional	drawing_inspect	0.95	The agent is asking whether a continuous accessible route pathway is visually shown and marked on the drawing connecting specific accessible features. This requires inspecting lines, symbols, and spatial relationships on the plan to verify the presence and continuity of an ADA-marked route—a drawing element inspection, not a measurement or generic presence check.	inspect-drawing	True		Accessible route of travel not shown connecting all accessible elements (ADA-01)	Is an accessible route of travel shown on this sheet that connects accessible parking spaces, buildi
20260507T093734670Z-knc3	cc-2:CC-2-21	1.00	exact	inspect-drawing-optional	generic	0.95	The agent is asking whether easements are present/shown on the sheet at all (a feature presence and sheet-discovery check), not asking to measure dimensions, verify clearances, or inspect drawing annotations like bearings or symbols. This is a straightforward visual presence question.	vision	True		Existing or future dedicated easements not shown on one or more sheets (BAS-12)	Are easements (such as utility easements, public easements, or drainage easements) shown on this she
20260507T093755756Z-o8ne	cc-22:CC-22-27	1.00	exact	inspect-drawing-optional	generic	0.95	The agent is asking a presence/feature-discovery question: do ramps appear on this sheet at all? This is a preliminary check before any dimensional or spatial-relationship analysis would occur. The checklist requirement is about ramps not being shown, and the agent is directly checking for their presence as drawn elements or symbols—this is a sheet-discovery and feature-presence task, not a measurement or drawing-annotation inspection.	vision	True		Ramps connecting accessible elements not shown on plans (ADA-03)	Are ramps connecting accessible elements shown on this sheet? Look for ramp symbols, ramp callouts, 
20260507T093811745Z-ph03	cc-2:CC-2-21	1.00	exact	inspect-drawing-optional	generic	0.95	The agent is asking whether easements are present/shown on the sheet at all (a feature presence and sheet-discovery check), not asking to measure dimensions, verify clearances, or inspect drawing annotations like bearings or symbols. This is a straightforward visual presence question.	vision	True		Existing or future dedicated easements not shown on one or more sheets (BAS-12)	Are easements (such as utility easements, public easements, or drainage easements) shown on this she
20260507T093815393Z-g6zi	cc-22:CC-22-27	1.00	exact	inspect-drawing-optional	generic	0.95	The agent is asking a presence/feature-discovery question: do ramps appear on this sheet at all? This is a preliminary check before any dimensional or spatial-relationship analysis would occur. The checklist requirement concerns whether ramps are shown, and the agent question directly addresses that presence check—not measurement of ramp dimensions, slope, or clearances, and not annotation inspection of existing ramp symbols.	vision	True		Ramps connecting accessible elements not shown on plans (ADA-03)	Are ramps connecting accessible elements shown on this sheet? Look for ramp symbols, ramp callouts, 
20260507T093848257Z-1nnx	cc-22:CC-22-15	1.00	exact	inspect-drawing-optional	generic	0.95	The agent is performing a presence check to identify whether driveways exist on the South Lamar frontage before any dimensional analysis can occur. This is sheet discovery / feature identification, not a measurement or drawing annotation inspection. The checklist requirement concerns dimensioning of offsets, but the agent question is narrower and asks only whether driveways are present at all on that frontage.	vision	True		Offsets from opposing driveways not dimensioned on undivided street frontage (DRV-05)	Does this site have any driveways that provide vehicular access from South Lamar Boulevard? Look for
20260507T093928975Z-nles	cc-22:CC-22-18	1.00	exact	vision-only	generic	0.95	The agent is asking for a table read/data lookup (total count from a parking table), not a drawing inspection or measurement. This is a document-element presence and value check, aligned with the generic category for table reads and label readouts.	vision	True		Total number of provided parking spaces (vehicle and bicycle) not shown (PRK-02)	What is the total number of vehicle parking spaces shown in the parking table on this sheet? Look fo
20260507T093943308Z-llw8	cc-22:CC-22-14	1.00	exact	inspect-drawing-required	generic	0.95	The agent is asking whether driveways on adjacent properties are shown at all on the site plan (presence/feature detection), not asking to measure the 300-foot spacing between them. This is a sheet-discovery and feature-presence check, which is a progressive verification step before any spacing measurement would occur.	vision	True		Adjacent driveways within 300 feet not shown on plans (DRV-04)	Looking at the entire overall site plan, are driveways on adjacent or neighboring properties shown? 
20260507T094052445Z-y0jy	cc-22:CC-22-18	1.00	exact	vision-only	generic	0.95	The agent is asking for a table read (extracting bicycle parking counts from a labeled section), not a drawing measurement or spatial inspection. This is a data lookup task within a parking table, which falls under generic visual inspection (table read/label readout).	vision	True		Total number of provided parking spaces (vehicle and bicycle) not shown (PRK-02)	What is the total number of bicycle parking spaces shown in the parking table? Look for long-term an
20260507T095508304Z-k8ny	cc-13:AW-03	1.00	exact	vision-only	generic	0.95	The agent is asking whether a table exists on the sheet and whether its fields are populated—this is a table-read and completeness check, not a drawing annotation inspection or measurement task.	vision	True		Project Information section or Fire/Domestic/Irrigation Demand Data table on AW General Info Sheet n	"Is there a ""Project Information"" or ""Fire/Domestic/Irrigation Demand Data"" table on this sheet? If y"
20260507T095541710Z-4uli	cc-13:AW-19	1.00	exact	vision-only	generic	0.95	The agent is asking whether a document element (general location map) is present on the cover sheet, and whether specific labels/annotations (Grid number and Mapsco Page number) appear on or near it. This is a document-presence and label-readout check, not a spatial measurement or drawing-symbol inspection.	vision	True		General location map missing, or Grid number and Mapsco Page number not shown	Is there a general location map on this cover sheet? If yes, are both Grid number and Mapsco Page nu
20260507T095606711Z-jidl	cc-24:CC-24-04	1.00	exact	vision-only	drawing_inspect	0.92	The agent is asking whether proposed street trees, landscaping, or irrigation features are shown on the plan within the ROW—a spatial relationship and feature-presence question requiring visual inspection of drawing symbols and boundaries, not a document-presence or label-readout check. This is a precursor to the license-agreement requirement; the agent must first identify whether such features exist on the plan before checking for the agreement.	inspect-drawing	True		License Agreement for street trees, landscaping, or irrigation in ROW not submitted or referenced (L	Are any proposed street trees, landscaping, or irrigation shown within the right-of-way (ROW) along 
20260507T095702191Z-m6th	cc-24:CC-24-03	1.00	exact	vision-only	generic	0.95	The agent is asking whether streetscape elements are present/visible within the ROW—a feature-presence check. The checklist requirement concerns submission/reference of a License Agreement document, but the agent's narrower progressive question is simply identifying whether such elements appear on the plan at all, before any document-compliance verification would occur.	vision	True		License Agreement for streetscape elements in ROW (awnings, canopies, benches, bike racks, trash) no	Are any streetscape elements such as benches, bike racks, trash receptacles, awnings, or canopies sh
20260507T095730025Z-r0ir	cc-24:CC-24-03	1.00	exact	vision-only	drawing_inspect	0.92	The agent is asking whether a marked feature (bike racks with key note '1') is spatially located inside or outside the property line boundary as shown on the drawing. This requires visual reasoning about the spatial relationship between the bike rack symbol and the property line annotation on the plan—a drawing_inspect task—rather than a precise measurement or a document/table lookup.	inspect-drawing	True		License Agreement for streetscape elements in ROW (awnings, canopies, benches, bike racks, trash) no	"Looking at the site plan, are proposed bike racks (marked with key note ""1"") located outside the pro"
20260507T095751240Z-2sz8	cc-24:CC-24-13	1.00	exact	vision-only	generic	0.95	The agent is asking a presence/feature-identification question: do building elements extending into the ROW exist on this plan at all? This is a preliminary visual scan for the existence of encroaching features, not a measurement of clearance or an annotation inspection. The checklist requirement concerns whether a License/Encroachment Agreement is referenced, but the agent's narrower question is simply feature presence—a prerequisite check before any measurement or document-reference verification would occur.	vision	True		Required License or Encroachment Agreement application not submitted or referenced on plans (LDE-13)	Does this site plan show any building overhangs, balconies, or other building elements that extend b
20260507T095829026Z-ub0w	cc-24:CC-24-13	1.00	exact	vision-only	generic	0.95	The agent is asking whether a form document contains specific sections/checkboxes and whether they are filled in—this is a document-content and form-completion check, not a spatial drawing inspection or measurement task.	vision	True		Required License or Encroachment Agreement application not submitted or referenced on plans (LDE-13)	Does this Consolidated Site Plan Application form contain any checkboxes, questions, or sections ask
20260507T095850507Z-p2ae	cc-24:CC-24-05	1.00	exact	vision-only	generic	0.95	The agent is asking a presence/feature-identification question: does any outdoor dining area exist on the plan at all? This is a preliminary discovery check before any measurement or detailed drawing inspection would occur. The checklist requirement concerns submission/reference of a license agreement, but the agent's narrower question is simply whether such features are visible on the site plan.	vision	True		License Agreement for outdoor dining areas in ROW not submitted or referenced (LDE-05)	Does this site plan show any outdoor dining areas, patios, seating areas, or restaurant outdoor spac
20260507T095911602Z-oap7	cc-13:AW-19	1.00	exact	vision-only	generic	0.95	The agent is performing a document-element presence check—looking for whether a specific label or reference (Grid number) appears anywhere on the cover sheet. This is a label readout and feature-presence question, not a drawing inspection of spatial relationships or a measurement task.	vision	True		General location map missing, or Grid number and Mapsco Page number not shown	"Looking at the entire cover sheet, is there any reference to a ""Grid number"" (such as H20, H21, or s"
20260507T095915639Z-ewt8	cc-24:CC-24-06	1.00	exact	vision-only	generic	0.95	The agent is asking a presence/feature-identification question: do pedestrian lighting fixtures appear anywhere on the plan within the ROW? This is a sheet-discovery and feature-presence check, not a measurement or drawing-annotation inspection. The checklist requirement concerns submission/reference of a license agreement, but the agent's narrower progressive question is simply whether such fixtures are visible at all—a prerequisite before checking documentation.	vision	True		License Agreement for pedestrian lighting in ROW not submitted or referenced (LDE-06)	Are any pedestrian light poles or pedestrian-scale lighting fixtures shown within the right-of-way a
20260507T100005163Z-2e5q	cc-24:CC-24-15	1.00	exact	vision-only	generic	0.95	The agent is asking for a label readout (AULCC case number) from a specific section of the sheet, which is a document-content inspection task, not a measurement or drawing-symbol task. This is sheet-content discovery and note/reference presence verification.	vision	True		Plans not submitted or referenced for AULCC when excavations exceed 25 LF in DAPCZ or 300 LF outside	What is the AULCC case number shown on this sheet? Look for any UCC# or AULCC case number reference 
20260507T100042795Z-kahz	cc-13:AW-20	1.00	exact	vision-only	generic	0.95	The agent is performing a presence check for a specific text element (standard construction notes section with a particular heading style) and then reading label/metadata from it (count of notes, date/version). This is document-content inspection and label readout, not drawing-element annotation or measurement.	vision	True		Standard AW construction notes missing from plan sheets or substantive content not matching Notes an	"Are there standard Austin Water construction notes on this sheet with a heading like ""STANDARD CONST"
20260507T100106286Z-pplm	cc-24:CC-24-15	1.00	exact	vision-only	generic	0.95	The agent is asking for a table read (summing values from the LENGTH OF PIPE column in the AW Infrastructure Information table), which is a data extraction task, not a drawing inspection or measurement between features. This is a prerequisite presence/quantity check before determining whether AULCC plans are required based on excavation thresholds.	vision	True		Plans not submitted or referenced for AULCC when excavations exceed 25 LF in DAPCZ or 300 LF outside	Looking at the AW Infrastructure Information table on this sheet, what are the total linear feet of 
20260507T100120875Z-xe8l	cc-24:CC-24-04	1.00	exact	vision-only	drawing_inspect	0.92	The agent is asking whether specific label annotations ('street trees' or 'proposed street trees') appear on the Plant Legend in the drawing. This is a drawing-element inspection task (checking for presence of text labels and their associations with plant symbols), not a document-presence check or generic feature identification.	inspect-drawing	True		License Agreement for street trees, landscaping, or irrigation in ROW not submitted or referenced (L	Looking at the Plant Legend, what types of trees are proposed? Are any specifically labeled as 'stre
20260507T100230801Z-4ijk	cc-13:AW-45	1.00	exact	vision-only	drawing_inspect	0.92	The agent is asking whether street addresses are labeled on or near existing structures shown on the drawing—this is a text-annotation and spatial-relationship inspection task, not a presence/absence check of structures themselves. Although the question includes a presence sub-check ('are there existing structures'), the primary focus is on verifying that address labels appear on the drawing.	inspect-drawing	True		Street address not shown for all existing structures on the lot(s)	Are there existing structures shown on this sheet (buildings to be demolished or to remain)? If yes,
20260507T100334328Z-x0bg	cc-13:AW-21	1.00	exact	inspect-drawing-required	drawing_inspect	0.95	"The agent is asking whether pipe annotations (sizes, materials, locations) and line representations (double lines for ≥24"" pipes) are shown on the drawing itself. This is a drawing-element inspection question, not a measurement or document-presence check."	inspect-drawing	True		Size, pipe material, or location of W/WW/reclaimed mains not shown with respect to easements/ROW, or	"On this utility plan sheet, are water and wastewater pipes shown with their sizes (like ""12\"" or ""8\"
20260507T100455945Z-rmm9	cc-13:AW-23	1.00	exact	inspect-drawing-required	drawing_inspect	0.95	The agent is asking whether flow-direction arrows are annotated/shown on wastewater lines in the drawing. This is a drawing-element inspection (presence of directional symbols on lines), not a measurement or generic presence check. The two-part question (presence of pipes, then annotation check) is progressive verification, but the core compliance question targets annotation visibility on the drawing itself.	inspect-drawing	True		Wastewater flow direction not indicated on plan views	Are there wastewater pipes shown on this sheet? If yes, are flow direction arrows (indicating which 
20260507T100537813Z-f3wx	cc-13:AW-46	1.00	exact	vision-only	drawing_inspect	0.92	The agent is asking whether specific features (roadways, drives, drainage structures) are labeled with text annotations on the plan itself—this is a drawing-element inspection task, not a presence-only check. Although the question includes a presence component ('are they shown'), the core compliance requirement and the agent's follow-up focus on whether labels/names are actually annotated on the drawing.	inspect-drawing	True		Roadways, drives, overpasses, bridges, culverts, drainage structures, or pavers not labeled on plans	Are roadways, drives, and drainage structures shown on this site plan? If yes, are they labeled with
20260507T100606096Z-fkkf	cc-13:AW-53	1.00	exact	vision-only	generic	0.95	The agent is asking whether specific identifiers (subdivision file number, plat case number, or related case numbers) are present and visible on the cover sheet. This is a document-element presence and readout check, not a measurement or drawing-symbol inspection. The agent is looking for text/label presence in a title block or cover sheet area.	vision	True		Subdivision file number or required permit numbers missing from cover sheet (CVR-35)	Is there a subdivision file number, plat case number, or related case numbers shown on the cover she
20260507T100631515Z-s5yp	cc-13:AW-36	1.00	exact	vision-only	generic	0.95	The agent is asking for a readout of scale annotations from the drawing title block or legend, not a measurement between physical features or spatial reasoning about drawing geometry. This is a label/annotation lookup task.	vision	True		"Plan/profile sheets not using standard AW scales per UCM 2.5 (H 1""=40'/30'/20'; V 1""=4'/3'/2') or be"	What are the horizontal and vertical scales shown on the plan/profile drawings on this sheet? Are th
20260507T100701796Z-fs9p	cc-13:AW-27	1.00	exact	inspect-drawing-optional	drawing_inspect	0.95	"The agent is asking whether easement labels, recordation numbers, and limit annotations are present and legible on the drawing itself—this is annotation and symbol inspection on the plan, not a measurement task. The presence check (""are there easements shown"") is secondary to the core question of whether required text labels appear on the drawing."	inspect-drawing	True		Recorded easement recordation numbers (volume/page) not shown for existing easements, or proposed ea	"Are there easements shown on this utility plan (labeled as ""easement"", ""PUE"", ""utility easement"", et"
20260507T100728415Z-sa2d	cc-13:AW-31	1.00	exact	vision-only	drawing_inspect	0.95	The agent is asking whether curve data annotations (R=, L=, delta angle, chord bearing/distance) are present and labelled on curved features in the drawing. This is a drawing-element inspection question, not a presence check or measurement. The agent's two-part question (presence then annotation) is progressive, but the core verification task is inspecting whether specific dimensional annotations appear on the drawing itself.	inspect-drawing	True		Curve data for roads, property lines, water, and reclaimed water lines not shown	Are there curved roads, property lines, or water lines shown on this sheet? If yes, is curve data sh
20260507T100750540Z-vf2f	cc-24:CC-24-03	1.00	exact	vision-only	drawing_inspect	0.92	The agent is asking whether bike racks are shown on the sheet and whether they are spatially located within the ROW boundary—this requires visual inspection of drawing symbols, features, and their spatial relationships to the ROW lines, not a numeric measurement or document/table lookup.	inspect-drawing	True		License Agreement for streetscape elements in ROW (awnings, canopies, benches, bike racks, trash) no	Are there any bike racks shown on this sheet, and if so, are any of them located within the public r
20260507T100831536Z-mqpn	cc-13:AW-32	1.00	exact	inspect-drawing-required	generic	0.95	The agent is asking a two-part presence/feature question: (1) whether private streets/easements with multiple utilities exist on the sheet, and (2) whether cross sections are shown for them. This is sheet discovery and document-presence verification, not a drawing annotation inspection or measurement task.	vision	True		Typical cross sections not provided for private streets/easements with multiple utilities	Are there any private streets or private easements shown on this sheet that contain multiple utiliti
20260507T100831539Z-ymlv	cc-24:CC-24-04	1.00	exact	vision-only	generic	0.95	The agent is asking a presence/feature-discovery question: do street trees, landscaping, or irrigation systems appear anywhere on the plan within the ROW? This is a preliminary visual scan before any license-agreement or documentation check would follow. It is not a measurement (no clearance or distance involved) nor a drawing_inspect (no annotation, symbol, or dimension labeling to verify).	vision	True		License Agreement for street trees, landscaping, or irrigation in ROW not submitted or referenced (L	Are there any street trees, landscaping, or irrigation systems shown within the public right-of-way 
20260507T100908729Z-5s8y	cc-24:CC-24-04	1.00	exact	vision-only	generic	0.95	The agent is performing a presence check to identify whether street trees, landscaping, or irrigation systems exist within the ROW at all, which is a prerequisite to determining whether a License Agreement is required. This is feature/element discovery, not a measurement or drawing annotation inspection.	vision	True		License Agreement for street trees, landscaping, or irrigation in ROW not submitted or referenced (L	Are there any street trees, landscaping, or irrigation systems shown within the public right-of-way 
20260507T100932149Z-mad0	cc-24:CC-24-03	1.00	exact	vision-only	generic	0.95	The agent is asking a presence/feature-identification question (do these streetscape elements appear on the sheet at all?), which is a prerequisite to the compliance requirement about license agreements; the actual compliance check (whether a license agreement is submitted or referenced) is a document/note presence check, not a drawing inspection or measurement.	vision	True		License Agreement for streetscape elements in ROW (awnings, canopies, benches, bike racks, trash) no	Are there any streetscape elements such as awnings, canopies, benches, bike racks, or trash receptac
20260507T101015128Z-8440	cc-24:CC-24-04	1.00	exact	vision-only	generic	0.92	The agent is asking a presence and location question about whether street trees or planting zones appear on the plan at all, and if so, where they are situated. This is feature discovery and spatial description, not a measurement between two features or an annotation/symbol inspection on a drawing. The checklist requirement concerns document submission (License Agreement), but the agent is first doing a progressive presence check to determine if trees/plantings exist in the ROW before evaluating compliance.	vision	True		License Agreement for street trees, landscaping, or irrigation in ROW not submitted or referenced (L	Please clarify: are there any street trees or planting zones shown within the South Lamar Boulevard 
